id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory
pweUsATX,Smart Home Solution,We detect that the home is empty,This trigger fires when every family member has left.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
pzhxfnJB,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
pzw3kP2E,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
q2kHmKhZ,Arlo,Motion detected,This Trigger fires when your Arlo device detects motion.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
q3aQGZX2,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Wemo Dimmer,Turn on,"This action will turn a WeMo Dimmer on. If the WeMo Dimmer is already on, it will remain on.",Generic/Other
q4Ud2ne9,Powered by Viva,Motion detected,This trigger fires when motion is detected.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
q6DtHpVF,Reposit Power,You started exporting solar,This trigger fires when you start exporting solar power to the grid.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
q7sjfMDJ,Weather Underground,Current condition changes to,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",Smart Life,Activate Scene,This action will activate the specified scene.,Generic/Other
q8ruRCeT,SwitchBot,Temperature or humidity changes,"Whenever a preset temperature and/or humidity change detected, SwitchBot Thermometer & Hygrometer (the Meter) will try to trigger the service. E.g. if the temperature is too high, turn on AC with the SwitchBot Hub Plus (the Hub Plus).",Heatzy,Turn off,This action will turn off a specific device,Generic/Other
q9HRfjDP,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
q9i2fYSu,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
qA5d4kbc,Location,You exit an area,This Trigger fires every time you exit an area you specify.,TP-Link Kasa,Activate scene,This action will activate a selected Scene from your account.,Generic/Other
qBCtbcr7,Litter-Robot by Whisker,Litter Robot Events,This trigger fires when an event is triggered from your litter robot. ie. Clean Cycle Completes,iRobot,Clean by Room,This action will clean a specific room in your home. For robots with Imprint™ Smart Mapping technology.,Generic/Other
qDXgivRw,Amazon Alexa,Your Alarm goes off,This Trigger fires every time your alarm goes off.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
qEApYiHW,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,GE Appliances GeoSpring™,Set vacation mode,This Action will set your GE water heater to vacation mode for the desired number of days.,Generic/Other
qFiB5TeA,UbiBot,External-DS18B20-Temperature-Probe-1 Rises above or Drops below,This trigger monitors the UbiBot device's external DS18B20 temperature probe 1's readings and fires whenever the temperature rises above or drops below the value you provide (Available for WS1 and WS1-PRO devices).  ,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
qJH4XtEY,ComEd,Change in Average Price,This trigger fires for an account that is on a dynamic pricing plan such as the Residential Hourly Pricing program or other real time market rates whenever the average price changes.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
qKB8MgSV,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
qLUDCi9A,Date & Time,Every year on,This Trigger fires once a year on the date and time you specify.,TP-Link Kasa,Activate scene,This action will activate a selected Scene from your account.,Generic/Other
qM52uxti,Button widget,Button press,This trigger fires every time you press the button.,SwitchBot,Bot turn on ,This action will trigger the specified Bot to turn on the switch.,Generic/Other
qNAkyM6F,WeMo Light Switch,Long press,This Trigger fires every time your WeMo Light Switch is turned on or off with a long press over two seconds.,WeMo Insight Switch,Toggle on/off,This Action will toggle a WeMo Insight Switch on or off.,Generic/Other
qNCBRnrp,Ooma,New voicemail,This Trigger fires every time you receive a new voicemail.,WeMo Smart Plug,Turn off then on,This Action will turn a WeMo Switch off then immediately back on.,Generic/Other
qQXWRNZk,SmartThings,Temperature drops below,This Trigger fires every time your SmartThings device detects temperatures below a value you specify.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
qU3LrEqb,Nest Thermostat,Nest set to Home,This Trigger fires every time the home you specify is set to Home.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
qWqjFfiy,eWeLink Smart Home,RF Bridge Alarm activated,This trigger fires when an alarm of your RF Bridge is activated.,Smart Life,Activate Scene,This action will activate the specified scene.,Generic/Other
qYWQPKHh,Android Device,Notification received from a specific app,This trigger fires every time a new notification is received on your Android device from an app that you specify. NOTE: will not fire for IFTTT app notifications.,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
qa952vDz,Lotus Watches,Pusher pressed,This trigger is fired from the assigned pusher on your Lotus watch.,WeMo Insight Switch,Toggle on/off,This Action will toggle a WeMo Insight Switch on or off.,Generic/Other
qazcsLt9,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,VeSync Dimmer,Turn off,This action will turn off a device.,Generic/Other
qb2sTQpf,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Optoma,Turn on/off my projector,This action will turn on/off my projector.,Generic/Other
qbNy3pKr,WeMo Lighting,Light switched on,This Trigger fires every time your WeMo light switches on.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
qdcuKxvn,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
qeHsP8cV,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
qekRDGUX,Wireless Tag,Door or window is opened,This Trigger fires when a specified motion sensor tag(s) or reed sensor(s) detect that a door or window is open.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
qjQvTBWJ,Amazon Alexa,Your Alarm goes off,This Trigger fires every time your alarm goes off.,TP-Link Kasa,Activate scene,This action will activate a selected Scene from your account.,Generic/Other
qju8ZiF5,Android Device,Connects to a specific WiFi network,This Trigger fires every time your Android device connects to a WiFi network you specify.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
qnHDsmYp,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
qnfBJMYu,Ring,New Ring Detected,This Trigger fires every time somebody rings your Ring Doorbell.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
qq2AQ3VY,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
qrixKVLP,Nest Thermostat,Nest set to Away,This Trigger fires every time the home you specify is set to Away.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
qs79R4DJ,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
qsCMBKSm,SpotCam,Motion event detected,This Trigger fires every time a motion event is detected.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
qsMBqtvJ,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Maker,Turn relay on momentarily,This Action will turn a WeMo Maker on for 300 milliseconds. Note: WeMo Maker must be in 'Momentary' mode for this action to work.,Generic/Other
qt5RkJMp,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
quNnirQG,Email,Send IFTTT an email tagged,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
qw9qDbGW,Date & Time,Every hour at,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.",WeMo Insight Switch,Turn off then on,This Action will turn a WeMo Switch off then immediately back on.,Generic/Other
qzCAk3St,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Wemo Dimmer,Turn off,"This action will turn a WeMo Dimmer off. If the WeMo Dimmer is already off, it will remain off.",Generic/Other
qzqp7LNU,Date & Time,Every hour at,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.",WeMo Insight Switch,Turn off then on,This Action will turn a WeMo Switch off then immediately back on.,Generic/Other
r46Zs3Mh,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Energenie Mi|Home,Power off device,This Action will turn off one of your Mi|Home devices.,Generic/Other
r8s4Sw3Q,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
rAn82jQm,Knocki,Gesture with task matching ID occurs,This trigger fires if you tap a gesture with a custom IFTTT task matching the ID of this trigger.,Smart Life,Activate Scene,This action will activate the specified scene.,Generic/Other
rBmyLz4q,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
rEJFHsmh,Button widget,Button press,This trigger fires every time you press the button.,SwitchBot,Bot press,This action will trigger the specified Bot to press the switch.,Generic/Other
rEgbdunV,SmartThings,Temperature rises above,This Trigger fires every time your SmartThings device detects temperatures above a value you specify.,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
rHjq6Jxf,Facebook,You are tagged in a photo,This Trigger fires every time you are tagged you in a new photo. NOTE: Facebook privacy settings may block IFTTT’s access to some photos you are tagged in.,WeMo Smart Plug,Turn off then on,This Action will turn a WeMo Switch off then immediately back on.,Generic/Other
rJAmu5Lh,Nest Thermostat,Temperature drops below,This Trigger fires every time the temperature drops below a threshold you specify.,Wink: Pivot Power Genius,Turn outlet off,"This Action will turn off the Pivot Power Genius outlet you specify. If the outlet is already off, it will remain off.",Generic/Other
rKL5iXYt,Android Device,Disconnects from a specific WiFi network,This Trigger fires every time your Android device disconnects from a WiFi network you specify.,Wink: Aros,Turn A/C off,This Action will turn your Aros A/C off.,Generic/Other
rLiKG8zc,Button widget,Button press,This trigger fires every time you press the button.,VeSync Dimmer,Toggle,This action will toggle a device.,Generic/Other
rNTYShcf,Aura Air ,Sensor Measurement,This trigger will only start when a specific value of a specific sensor of your Aura Air device is reached,Sensibo,Turn A/C off,Turn your A/C off,Generic/Other
rQC3gGtm,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
rTpAHjYr,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Lutron Caséta and RA2 Select,Set light level,This Action will set a Lutron dimmer or switch to the level you specify.,Generic/Other
rXqBVd7M,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
rYKcUxNT,WeMo Insight Switch,Switched on,This Trigger fires every time your WeMo Insight Switch is turned on.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
rYhWwbF7,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
rZhHbc8y,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
rb2LBNFg,Ring,New Motion Detected,This Trigger fires every time a motion is detected at the given doorbell.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
reYryR6X,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
rfsy4XtG,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
rgicryDV,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
rh5B68tV,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
rhj7iat4,Nest Thermostat,Nest set to Away,This Trigger fires every time the home you specify is set to Away.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
rqmxCST2,Email,Send IFTTT an email tagged,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment (up to 30MB) and IFTTT will create a public URL to the file as an Ingredient.,WeMo Smart Plug,Turn on then off,This Action will turn a WeMo Switch on then immediately back off.,Generic/Other
rrk7YtTa,Wyze,Contact Sensor closes,This trigger fires when a Contact Sensor closes.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
rtiapfnz,WeMo Smart Plug,Switched on,This Trigger fires every time your WeMo Switch is turned on.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
rturqhkX,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
rvTzBmyb,Location,You exit an area,This Trigger fires every time you exit an area you specify.,TP-Link Kasa,Activate scene,This action will activate a selected Scene from your account.,Generic/Other
rvkhC5a3,Agile Octopus,Energy price change,Use this trigger to fire something when your electricity price falls or rises past your set threshold and between your preferred time settings.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
rx8GwRuk,Button widget,Button press,This trigger fires every time you press the button.,SwitchBot,Bot turn on ,This action will trigger the specified Bot to turn on the switch.,Generic/Other
s3mDAHZg,WeMo Insight Switch,Switched on,This Trigger fires every time your WeMo Insight Switch is turned on.,WeMo Insight Switch,Toggle on/off,This Action will toggle a WeMo Insight Switch on or off.,Generic/Other
s6yAm2Ht,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
s98s2XwC,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
sFgSGLir,Button widget,Button press,This trigger fires every time you press the button.,TP-Link Kasa,Toggle,This action will toggle a device.,Generic/Other
sFwENSyZ,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,TP-Link Kasa,Activate scene,This action will activate a selected Scene from your account.,Generic/Other
sG2Br54t,SmartThings,Presence no longer detected,This Trigger fires every time your SmartThings device's presence is no longer detected.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
sJChY7vp,Nest Cam,New sound or motion event,This Trigger fires every time the camera detects a sound or motion event.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
sQwS8GsM,WeMo Motion,Any new motion,This Trigger fires every time your WeMo Motion sensor detects new motion.,SwitchBot,Bot press,This action will trigger the specified Bot to press the switch.,Generic/Other
sRfZrbJP,Nest Protect,Carbon monoxide emergency,This Trigger fires every time the Nest Protect you specify detects dangerous carbon monoxide levels.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
sSerBLRc,Litter-Robot by Whisker,Litter Robot Events,This trigger fires when an event is triggered from your litter robot. ie. Clean Cycle Completes,iRobot,Clean by Room,This action will clean a specific room in your home. For robots with Imprint™ Smart Mapping technology.,Generic/Other
sUDvmf3T,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
sWfr6MBK,WeMo Insight Switch,Switched off,This Trigger fires every time your WeMo Insight Switch is turned off.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
scAgGRd7,Nest Protect,Carbon monoxide emergency,This Trigger fires every time the Nest Protect you specify detects dangerous carbon monoxide levels.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
sfLxR94C,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
sh5eV2MC,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
sjL7yt3q,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,GE Appliances GeoSpring™,Set operating mode,This Action will set the operating mode of your GE water heater.,Generic/Other
sm4yAuLS,Location,You enter an area,This Trigger fires every time you enter an area you specify.,iRobot,Dock robot,This action will dock your robot.,Generic/Other
smny7dCJ,Works With Cavius,Alarm,This trigger fires during alarms,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
sn37duJN,Smart Life,Door sensor is open,This trigger fires when the door sensor is open.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
ssK4XrfA,ComEd,Change in Average Price,This trigger fires for an account that is on a dynamic pricing plan such as the Residential Hourly Pricing program or other real time market rates whenever the average price changes.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
t5gLDAb4,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
t7ripW4M,Smart Life,Door sensor is open,This trigger fires when the door sensor is open.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
tAcxyZhj,Location,You exit an area,This Trigger fires every time you exit an area you specify.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
tDBVTCzN,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
tFiW46B8,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
tJ7e8VcU,Email,Send IFTTT any email,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. This trigger will reject emails with attachments over 30MB.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
tJWLQg5e,HomeSeer,A device is turned off,This Trigger fires when a device attached to your HomeSeer system is turned off.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
tKHvQb59,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,Energenie Mi|Home,Power off device,This Action will turn off one of your Mi|Home devices.,Generic/Other
tLENyeAi,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
tTWe2mHC,MESH,Event from MESH app received,This Trigger fires every time your IFTTT Tag on MESH app receives an input signal from the other Tag.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
tWNBuzmy,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
taj6MtNR,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
tcRxWsv8,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,Wink: Aros,Turn A/C off,This Action will turn your Aros A/C off.,Generic/Other
tfmFtipc,Smart Life,Device or group is turned on,This trigger fires when the specified device/group is turned on.,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
tftqXyrk,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Heatzy,Deactivate the child lock,This action will unlock a specific device,Generic/Other
thsqQEbP,Nest Thermostat,Nest set to Away,This Trigger fires every time the home you specify is set to Away.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
tiTysvpJ,Nest Thermostat,Nest set to Away,This Trigger fires every time the home you specify is set to Away.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
tkWsMtx5,Location,You enter an area,This Trigger fires every time you enter an area you specify.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
tnRsLavJ,Location,You exit an area,This Trigger fires every time you exit an area you specify.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
tq6E8s3n,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Energenie Mi|Home,Power on device,This Action will turn on one of your Mi|Home devices.,Generic/Other
tqxQf4UY,Android SMS,New SMS received matches search,This Trigger fires every time you receive an SMS on your Android device that matches a search you specify.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
tsb4N7XE,Z-Ware,Motion detected,This trigger fires when a Z-Wave sensor detects motion.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
tteCW4cv,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
twd6Bvzh,Android Battery,Battery drops below 15%,This Trigger fires every time your Android device's battery drops below 15%.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
twgarJ5p,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
twr29YQ7,WeMo Insight Switch,Daily minutes on is longer than,This Trigger fires when the device attached to your WeMo Insight Switch is turned on longer than the minutes you specify.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
txKNszJp,littleBits,Turned On,This Trigger fires every time your cloudBit receives an input signal from another littleBits module.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
u3RghaPG,Ring,New Motion Detected,This Trigger fires every time a motion is detected at the given doorbell.,TP-Link Kasa,Activate scene,This action will activate a selected Scene from your account.,Generic/Other
u6U4wRDZ,Google Calendar,Any event starts,This Trigger fires a set number of minutes before the starting time of any event on your Google Calendar.,iRobot,Pause robot,This action will pause your robot.,Generic/Other
u8xn5BzM,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
uBZtpEGf,Email,Send IFTTT an email tagged,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment (up to 30MB) and IFTTT will create a public URL to the file as an Ingredient.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
uDuGc83J,Button widget,Button press,This trigger fires every time you press the button.,TP-Link Kasa,Toggle,This action will toggle a device.,Generic/Other
uFRWgaM3,WeMo Insight Switch,Switched on,This Trigger fires every time your WeMo Insight Switch is turned on.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
uGQikSPR,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Nature Remo,Control home appliances,This action will send an infrared signal to control your home appliances.,Generic/Other
uJhXsnKf,Fitbit,New sleep logged,This Trigger fires every time your Fitbit logs new sleep.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
uJjfgXQP,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
uK8sUz6R,Email,Send IFTTT an email tagged,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment (up to 30MB) and IFTTT will create a public URL to the file as an Ingredient.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
